AREA_IN_M2;PRICE;DATE;DISTRICT
32.0;1800.0;2022-09-21;stare miasto
33.3;2200.0;2022-09-21;wilda
44.0;2600.0;2022-09-21;ławica
37.0;1900.0;2022-09-21;wilda
41.0;2600.0;2022-09-21;jeżyce
50.0;2400.0;2022-09-21;rataje
21.0;2000.0;2022-09-21;komandoria
47.0;2190.0;2022-09-21;rataje
30.0;1900.0;2022-09-21;jeżyce
55.0;3000.0;2022-09-21;wilda
47.6;2500.0;2022-09-21;winogrady
50.0;2500.0;2022-09-21;górczyn
55.0;2400.0;2022-09-21;łacina
47.0;2800.0;2022-09-21;górczyn
44.0;2800.0;2022-09-21;jeżyce
47.0;2000.0;2022-09-21;jeżyce
66.0;3000.0;2022-09-21;grunwald
38.0;1600.0;2022-09-20;rataje
42.0;3500.0;2022-09-20;jeżyce
45.0;900.0;2022-09-20;warszawskie
43.0;2100.0;2022-09-20;chartowo
48.0;2100.0;2022-09-20;piątkowo
15.0;3000.0;2022-09-20;łazarz
43.0;2300.0;2022-09-20;piątkowo
35.0;2300.0;2022-09-20;podolany
39.0;1800.0;2022-09-20;winiary
88.0;4200.0;2022-09-20;wilda
37.0;1900.0;2022-09-20;dębiec
46.0;3000.0;2022-09-20;jeżyce
41.0;2400.0;2022-09-20;strzeszyn
47.0;2500.0;2022-09-20;winiary
31.0;2250.0;2022-09-20;jeżyce
58.0;2300.0;2022-09-20;łazarz
46.0;2500.0;2022-09-20;górczyn
52.0;2800.0;2022-09-20;grunwald
88.0;3000.0;2022-09-20;grunwald
51.0;2500.0;2022-09-20;górczyn
30.0;1500.0;2022-09-20;stare miasto
45.0;2500.0;2022-09-20;łacina
63.0;2500.0;2022-09-20;chartowo
45.0;2500.0;2022-09-20;jeżyce
30.0;1800.0;2022-09-20;górczyn
85.0;3000.0;2022-09-20;warszawskie
44.0;3000.0;2022-09-20;podolany
53.0;3100.0;2022-09-20;chartowo
49.0;1700.0;2022-09-20;dębiec
51.0;2550.0;2022-09-20;grunwald
29.0;2300.0;2022-09-20;rataje
56.0;3000.0;2022-09-20;grunwald
54.0;1300.0;2022-09-20;grunwald
51.0;2500.0;2022-09-20;górczyn
500.0;6500.0;2022-09-20;stare miasto
39.91;3000.0;2022-09-20;stare miasto
21.0;2200.0;2022-09-20;stare miasto
55.0;2700.0;2022-09-20;rataje
38.0;2500.0;2022-09-19;grunwald
37.0;2000.0;2022-09-19;ogrody
57.0;2950.0;2022-09-19;rataje
44.0;2800.0;2022-09-19;jeżyce
52.0;2000.0;2022-09-19;jeżyce
31.0;1700.0;2022-09-19;stare miasto
43.0;2100.0;2022-09-19;podolany
34.5;2000.0;2022-09-19;jeżyce
28.0;1700.0;2022-09-19;wilda
62.0;1000.0;2022-09-19;rataje
20.0;1600.0;2022-09-19;wilda
35.0;2300.0;2022-09-19;podolany
43.0;2500.0;2022-09-19;dębiec
51.0;2500.0;2022-09-19;rataje
52.0;2000.0;2022-09-19;jeżyce
35.0;2000.0;2022-09-19;chartowo
48.0;1600.0;2022-09-19;winogrady
50.0;2000.0;2022-09-19;stare miasto
33.0;2500.0;2022-09-19;piątkowo
30.0;1900.0;2022-09-19;jeżyce
31.0;1400.0;2022-09-19;rataje
33.0;1650.0;2022-09-19;starołęka
56.0;3000.0;2022-09-19;grunwald
42.0;2600.0;2022-09-19;stare miasto
52.0;2000.0;2022-09-19;jeżyce
45.0;2000.0;2022-09-19;grunwald
30.0;2500.0;2022-09-19;łazarz
44.0;1700.0;2022-09-19;stare miasto
34.0;1600.0;2022-09-18;chartowo
42.0;2800.0;2022-09-18;rataje
57.0;2800.0;2022-09-18;jeżyce
44.0;3400.0;2022-09-18;łazarz
36.0;2500.0;2022-09-18;piątkowo
56.0;3000.0;2022-09-18;grunwald
47.0;2400.0;2022-09-18;winogrady
33.0;1650.0;2022-09-18;łacina
52.0;3000.0;2022-09-18;grunwald
45.0;2300.0;2022-09-18;naramowice
51.0;2350.0;2022-09-18;winiary
47.0;5500.0;2022-09-18;wilda
47.2;2500.0;2022-09-18;wilda
38.0;1700.0;2022-09-18;winogrady
53.0;2000.0;2022-09-18;winogrady
41.0;2500.0;2022-09-18;stare miasto
38.0;1800.0;2022-09-18;chartowo
27.5;1800.0;2022-09-18;winogrady
55.0;2000.0;2022-09-18;piątkowo
38.0;1800.0;2022-09-18;grunwald
32.0;2200.0;2022-09-18;stare miasto
22.0;1400.0;2022-09-18;winogrady
35.0;1900.0;2022-09-18;grunwald
70.0;1200.0;2022-09-18;wilda
50.0;2300.0;2022-09-18;ogrody
40.0;2200.0;2022-09-18;winogrady
45.78;2700.0;2022-09-18;grunwald
40.0;1900.0;2022-09-18;sołacz
25.0;1000.0;2022-09-18;wilda
79.0;2300.0;2022-09-18;wilda
64.0;2400.0;2022-09-18;piątkowo
56.0;2300.0;2022-09-18;piątkowo
52.0;1900.0;2022-09-18;winogrady
54.0;2300.0;2022-09-18;strzeszyn
17.0;1500.0;2022-09-18;jeżyce
67.0;2500.0;2022-09-18;stare miasto
47.5;2250.0;2022-09-18;naramowice
15.5;850.0;2022-09-18;jeżyce
65.0;3000.0;2022-09-17;dębiec
66.0;2500.0;2022-09-17;rataje
36.0;2450.0;2022-09-17;łacina
29.6;1600.0;2022-09-17;podolany
50.0;2000.0;2022-09-17;rataje
47.0;1850.0;2022-09-17;winogrady
54.0;2400.0;2022-09-17;piątkowo
50.0;3000.0;2022-09-17;śródka
43.0;2200.0;2022-09-17;jeżyce
30.0;1600.0;2022-09-17;rataje
34.0;1600.0;2022-09-17;sołacz
38.0;1600.0;2022-09-17;wilda
49.0;2200.0;2022-09-17;rataje
48.0;2000.0;2022-09-17;wilda
30.0;1900.0;2022-09-17;junikowo
41.0;1800.0;2022-09-17;chartowo
40.5;2500.0;2022-09-17;komandoria
50.0;3500.0;2022-09-17;wilda
48.0;2600.0;2022-09-17;rataje
44.0;2500.0;2022-09-17;jeżyce
55.0;2700.0;2022-09-17;jeżyce
20.0;1600.0;2022-09-17;ogrody
117.0;4500.0;2022-09-17;jeżyce
38.0;2400.0;2022-09-17;stare miasto
48.0;1400.0;2022-09-17;grunwald
49.0;2500.0;2022-09-17;winogrady
33.0;1700.0;2022-09-17;grunwald
35.0;2700.0;2022-09-17;rataje
45.0;2300.0;2022-09-17;ogrody
31.0;1700.0;2022-09-17;stare miasto
59.0;2800.0;2022-09-17;komandoria
55.0;2800.0;2022-09-17;grunwald
60.0;3600.0;2022-09-17;grunwald
59.0;3200.0;2022-09-17;grunwald
47.0;2000.0;2022-09-17;piątkowo
80.0;2850.0;2022-09-17;stare miasto
64.0;2000.0;2022-09-17;grunwald
30.0;2100.0;2022-09-17;wilda
34.0;1900.0;2022-09-17;łazarz
60.0;2100.0;2022-09-17;rataje
51.0;2200.0;2022-09-17;chartowo
40.0;1800.0;2022-09-17;winiary
38.0;2400.0;2022-09-17;naramowice
49.5;1600.0;2022-09-17;junikowo
42.0;2300.0;2022-09-17;jeżyce
49.3;1500.0;2022-09-17;piątkowo
24.0;1700.0;2022-09-16;wilda
46.0;1600.0;2022-09-16;dębiec
47.0;2200.0;2022-09-16;warszawskie
36.0;1700.0;2022-09-16;wilda
54.0;2000.0;2022-09-16;stare miasto
45.0;1300.0;2022-09-16;łazarz
35.0;2200.0;2022-09-16;wilda
60.0;3200.0;2022-09-16;rataje
80.0;2600.0;2022-09-16;stare miasto
25.0;2100.0;2022-09-16;rataje
72.0;2800.0;2022-09-16;chartowo
32.0;1700.0;2022-09-16;piątkowo
41.0;2050.0;2022-09-16;górczyn
44.0;1890.0;2022-09-16;starołęka
57.0;2500.0;2022-09-16;grunwald
56.6;2500.0;2022-09-16;winogrady
38.0;2000.0;2022-09-16;jeżyce
55.0;2300.0;2022-09-16;naramowice
55.0;2500.0;2022-09-16;piątkowo
60.0;3100.0;2022-09-16;łazarz
47.0;2800.0;2022-09-16;piątkowo
46.5;2550.0;2022-09-16;wilda
47.0;2400.0;2022-09-16;grunwald
31.0;1500.0;2022-09-16;dębiec
32.0;2000.0;2022-09-16;wilda
28.0;1600.0;2022-09-16;podolany
65.0;2100.0;2022-09-16;piątkowo
34.0;2700.0;2022-09-16;stare miasto
27.0;1350.0;2022-09-16;stare miasto
35.0;1500.0;2022-09-16;warszawskie
64.0;3300.0;2022-09-16;piątkowo
20.0;1590.0;2022-09-16;grunwald
25.0;390.0;2022-09-16;wilda
80.0;1400.0;2022-09-16;górczyn
50.0;2500.0;2022-09-16;grunwald
55.0;2500.0;2022-09-16;wilda
36.8;2000.0;2022-09-16;warszawskie
120.0;3299.0;2022-09-16;grunwald
47.0;2100.0;2022-09-16;łazarz
47.0;2400.0;2022-09-16;naramowice
25.0;2100.0;2022-09-16;jeżyce
20.0;1400.0;2022-09-16;jeżyce
50.3;2300.0;2022-09-16;chartowo
16.0;1150.0;2022-09-16;grunwald
60.0;2600.0;2022-09-15;grunwald
45.0;2500.0;2022-09-15;stare miasto
51.0;2500.0;2022-09-15;łacina
38.0;1650.0;2022-09-15;warszawskie
45.0;3000.0;2022-09-15;grunwald
60.0;2600.0;2022-09-15;grunwald
30.0;2350.0;2022-09-15;wilda
34.0;1950.0;2022-09-15;dębiec
45.0;2000.0;2022-09-15;dębiec
60.0;2600.0;2022-09-15;grunwald
48.0;3000.0;2022-09-15;rataje
35.16;700.0;2022-09-15;stare miasto
40.0;1800.0;2022-09-15;podolany
73.0;3600.0;2022-09-15;dębiec
48.0;2500.0;2022-09-15;chartowo
50.0;2700.0;2022-09-15;wilda
50.0;3000.0;2022-09-15;śródka
75.0;2000.0;2022-09-15;jeżyce
53.0;2300.0;2022-09-15;wilda
31.0;2500.0;2022-09-15;łacina
33.0;1000.0;2022-09-15;jeżyce
31.0;1900.0;2022-09-15;jeżyce
23.0;1600.0;2022-09-15;dębiec
38.0;1800.0;2022-09-15;winogrady
30.0;2300.0;2022-09-15;winiary
49.0;2300.0;2022-09-15;grunwald
46.7;2200.0;2022-09-15;wilda
50.0;1800.0;2022-09-15;rataje
51.0;3000.0;2022-09-15;jeżyce
40.0;1200.0;2022-09-15;stare miasto
27.0;1300.0;2022-09-15;winogrady
59.0;2400.0;2022-09-15;grunwald
64.0;3100.0;2022-09-15;naramowice
34.0;2200.0;2022-09-15;winogrady
47.0;2000.0;2022-09-15;smochowice
55.0;4100.0;2022-09-15;jeżyce
50.0;2800.0;2022-09-15;stare miasto
55.0;2750.0;2022-09-15;naramowice
64.0;2200.0;2022-09-15;śródka
50.0;2700.0;2022-09-15;wilda
42.0;2400.0;2022-09-15;komandoria
53.0;1850.0;2022-09-15;smochowice
88.0;4500.0;2022-09-15;łazarz
48.8;2400.0;2022-09-15;górczyn
38.0;2200.0;2022-09-15;jeżyce
35.0;1600.0;2022-09-15;dębiec
40.0;2200.0;2022-09-15;winogrady
65.44;1000.0;2022-09-15;stare miasto
61.4;2800.0;2022-09-15;grunwald
42.0;3200.0;2022-09-14;ogrody
42.0;2200.0;2022-09-14;stare miasto
51.0;2000.0;2022-09-14;jeżyce
48.0;1800.0;2022-09-14;rataje
58.0;3000.0;2022-09-14;górczyn
50.0;2400.0;2022-09-14;łazarz
47.0;1850.0;2022-09-14;naramowice
52.0;1500.0;2022-09-14;ławica
35.0;1900.0;2022-09-14;grunwald
70.0;2600.0;2022-09-14;jeżyce
41.5;2200.0;2022-09-14;ławica
45.0;2400.0;2022-09-14;junikowo
52.0;1700.0;2022-09-14;górczyn
13.0;1650.0;2022-09-14;wilda
18.0;1800.0;2022-09-14;jeżyce
98.0;2200.0;2022-09-14;stare miasto
20.0;2100.0;2022-09-14;stare miasto
31.0;1800.0;2022-09-14;junikowo
28.0;2000.0;2022-09-14;ogrody
39.0;2500.0;2022-09-14;wilda
38.0;2200.0;2022-09-14;rataje
31.0;1500.0;2022-09-14;śródka
38.0;2200.0;2022-09-14;grunwald
23.46;1400.0;2022-09-14;jeżyce
43.0;2300.0;2022-09-14;grunwald
40.0;1400.0;2022-09-14;rataje
75.0;2300.0;2022-09-14;wilda
30.0;1800.0;2022-09-14;dębiec
25.0;900.0;2022-09-14;łazarz
18.0;1820.0;2022-09-14;wilda
40.0;3200.0;2022-09-14;łacina
54.0;2600.0;2022-09-14;chartowo
35.0;2200.0;2022-09-14;stare miasto
58.0;3000.0;2022-09-14;górczyn
18.0;1790.0;2022-09-14;winogrady
27.0;1400.0;2022-09-14;grunwald
38.0;1900.0;2022-09-14;wilda
39.0;2000.0;2022-09-14;stare miasto
61.0;2450.0;2022-09-14;junikowo
33.55;2350.0;2022-09-14;jeżyce
25.0;1600.0;2022-09-14;rataje
39.0;1750.0;2022-09-14;warszawskie
47.0;1700.0;2022-09-14;rataje
48.67;3000.0;2022-09-14;łacina
40.0;2500.0;2022-09-14;rataje
39.0;1830.0;2022-09-14;winogrady
58.0;3000.0;2022-09-14;górczyn
30.0;1900.0;2022-09-14;sołacz
43.0;2200.0;2022-09-13;wilda
28.0;1500.0;2022-09-13;grunwald
53.0;1700.0;2022-09-13;grunwald
49.0;2500.0;2022-09-13;wilda
47.0;2300.0;2022-09-13;jeżyce
61.0;3000.0;2022-09-13;sołacz
44.84;2750.0;2022-09-13;wilda
43.0;2500.0;2022-09-13;jeżyce
32.0;1000.0;2022-09-13;stare miasto
55.0;2400.0;2022-09-13;grunwald
69.0;2700.0;2022-09-13;chartowo
49.0;2200.0;2022-09-13;grunwald
38.0;2900.0;2022-09-13;rataje
40.0;2200.0;2022-09-13;winogrady
39.0;2200.0;2022-09-13;łazarz
52.0;2000.0;2022-09-13;ogrody
21.0;850.0;2022-09-13;jeżyce
50.0;2100.0;2022-09-13;rataje
30.0;2200.0;2022-09-13;stare miasto
70.0;2000.0;2022-09-13;warszawskie
33.0;2200.0;2022-09-13;łazarz
40.0;2500.0;2022-09-13;górczyn
38.5;1400.0;2022-09-13;jeżyce
53.3;2400.0;2022-09-13;jeżyce
63.0;2400.0;2022-09-13;piątkowo
40.0;2500.0;2022-09-13;starołęka
40.0;3200.0;2022-09-13;naramowice
50.0;2500.0;2022-09-13;grunwald
16.0;1720.0;2022-09-12;stare miasto
47.6;2300.0;2022-09-12;winiary
32.0;1900.0;2022-09-12;wilda
39.95;2500.0;2022-09-12;winogrady
40.0;2200.0;2022-09-12;winogrady
10.0;900.0;2022-09-12;winiary
60.0;2200.0;2022-09-12;grunwald
40.0;2200.0;2022-09-12;winiary
55.0;2700.0;2022-09-12;górczyn
47.0;2700.0;2022-09-12;jeżyce
47.0;2000.0;2022-09-12;górczyn
56.0;2800.0;2022-09-12;ogrody
48.0;2100.0;2022-09-12;grunwald
80.0;2850.0;2022-09-12;stare miasto
27.0;2290.0;2022-09-12;wilda
37.0;2500.0;2022-09-12;rataje
32.5;2100.0;2022-09-12;ogrody
64.0;3100.0;2022-09-12;stare miasto
55.0;1700.0;2022-09-12;rataje
41.9;1700.0;2022-09-12;wilda
50.0;4000.0;2022-09-12;łazarz
39.0;2200.0;2022-09-12;stare miasto
53.0;2700.0;2022-09-12;górczyn
53.0;2000.0;2022-09-12;winogrady
60.0;8500.0;2022-09-12;stare miasto
27.0;2290.0;2022-09-12;wilda
80.0;2700.0;2022-09-12;podolany
39.0;2800.0;2022-09-12;wilda
44.0;2600.0;2022-09-12;grunwald
38.72;2200.0;2022-09-12;wilda
20.0;1500.0;2022-09-12;grunwald
59.2;2900.0;2022-09-12;stare miasto
21.0;1700.0;2022-09-12;winogrady
47.0;2100.0;2022-09-12;ogrody
52.0;2100.0;2022-09-12;junikowo
38.0;1800.0;2022-09-12;rataje
31.0;1500.0;2022-09-11;grunwald
24.0;1600.0;2022-09-11;rataje
30.0;2200.0;2022-09-11;podolany
45.0;3000.0;2022-09-11;grunwald
43.0;2200.0;2022-09-11;rataje
37.0;2000.0;2022-09-11;grunwald
88.0;700.0;2022-09-11;stare miasto
36.0;2000.0;2022-09-11;wilda
40.0;1500.0;2022-09-11;jeżyce
48.0;1600.0;2022-09-11;stare miasto
70.0;2800.0;2022-09-11;rataje
72.0;1700.0;2022-09-11;wilda
60.0;6000.0;2022-09-11;stare miasto
56.0;2500.0;2022-09-11;naramowice
40.0;1700.0;2022-09-11;szczepankowo
33.0;1850.0;2022-09-11;grunwald
39.0;2000.0;2022-09-11;rataje
48.0;2400.0;2022-09-11;chartowo
40.0;2100.0;2022-09-11;jeżyce
60.0;3300.0;2022-09-11;winogrady
65.0;3500.0;2022-09-11;łacina
40.0;2000.0;2022-09-11;rataje
43.0;2200.0;2022-09-11;ogrody
59.0;850.0;2022-09-11;piątkowo
16.0;1000.0;2022-09-11;ogrody
38.0;2000.0;2022-09-11;winogrady
56.0;2400.0;2022-09-11;grunwald
31.0;2200.0;2022-09-10;wilda
35.0;1500.0;2022-09-10;piątkowo
61.2;3000.0;2022-09-10;rataje
35.0;1300.0;2022-09-10;grunwald
42.0;2500.0;2022-09-10;grunwald
10.0;1200.0;2022-09-10;górczyn
27.0;1690.0;2022-09-10;łazarz
32.0;1500.0;2022-09-10;górczyn
53.0;2500.0;2022-09-10;winogrady
35.0;2800.0;2022-09-10;stare miasto
40.0;2300.0;2022-09-10;winiary
78.0;3900.0;2022-09-10;stare miasto
44.0;2200.0;2022-09-10;piątkowo
43.0;2300.0;2022-09-10;rataje
35.0;2000.0;2022-09-10;jeżyce
48.0;2200.0;2022-09-10;winogrady
47.0;2700.0;2022-09-10;stare miasto
80.0;2700.0;2022-09-10;piątkowo
71.0;2990.0;2022-09-10;chartowo
81.0;2700.0;2022-09-10;piątkowo
22.0;1690.0;2022-09-10;wilda
80.0;3200.0;2022-09-10;rataje
30.0;1750.0;2022-09-10;grunwald
33.0;2000.0;2022-09-10;śródka
46.0;2600.0;2022-09-10;podolany
25.0;1500.0;2022-09-10;jeżyce
43.0;2000.0;2022-09-10;ogrody
34.0;2000.0;2022-09-10;junikowo
31.0;9999.0;2022-09-10;jeżyce
54.0;2500.0;2022-09-10;jeżyce
47.0;2000.0;2022-09-10;winogrady
38.0;1650.0;2022-09-10;łazarz
32.0;2500.0;2022-09-10;jeżyce
29.8;2200.0;2022-09-10;sołacz
22.0;1950.0;2022-09-10;wilda
40.0;2300.0;2022-09-10;winogrady
50.0;2500.0;2022-09-10;rataje
59.0;2500.0;2022-09-10;piątkowo
42.0;3000.0;2022-09-10;wilda
67.0;3000.0;2022-09-10;wilda
48.0;2400.0;2022-09-10;winogrady
57.0;3000.0;2022-09-10;winogrady
52.0;1600.0;2022-09-10;grunwald
65.0;3500.0;2022-09-10;stare miasto
62.0;2800.0;2022-09-10;winiary
30.0;1500.0;2022-09-10;ogrody
47.4;2700.0;2022-09-10;chartowo
57.0;1200.0;2022-09-10;łacina
48.0;1300.0;2022-09-10;piątkowo
22.0;1750.0;2022-09-10;łazarz
27.0;1300.0;2022-09-10;stare miasto
33.0;1300.0;2022-09-10;stare miasto
75.0;3000.0;2022-09-09;rataje
40.0;2800.0;2022-09-09;piątkowo
79.0;6500.0;2022-09-09;jeżyce
64.0;2700.0;2022-09-09;piątkowo
46.0;2600.0;2022-09-09;warszawskie
20.0;2200.0;2022-09-09;łazarz
22.0;1600.0;2022-09-09;stare miasto
34.0;1800.0;2022-09-09;rataje
20.0;2000.0;2022-09-09;komandoria
39.6;2250.0;2022-09-09;jeżyce
41.0;2450.0;2022-09-09;jeżyce
100.0;35.0;2022-09-09;szczepankowo
34.0;1700.0;2022-09-09;łazarz
22.0;1500.0;2022-09-09;stare miasto
36.0;1600.0;2022-09-09;jeżyce
80.0;5000.0;2022-09-09;ławica
34.0;1300.0;2022-09-09;sołacz
80.0;2600.0;2022-09-09;jeżyce
28.0;1750.0;2022-09-09;łazarz
70.0;2090.0;2022-09-09;łazarz
71.45;3900.0;2022-09-09;komandoria
38.0;2500.0;2022-09-09;rataje
