OFFER_ID,AREA_IN_M2,PRICE,FEES,DATE,FLOOR,DISTRICT,FURNISHED,DEVELOPMENT_TYPE,NUMBER_OF_ROOMS
779520952,21.0,850.0,300.0,2022-09-13,1.0,jeżyce,1.0,Kamienica,1.0
781359785,39.0,2200.0,450.0,2022-09-13,3.0,łazarz,1.0,Blok,2.0
779426536,50.0,2100.0,480.0,2022-09-13,4.0,rataje,1.0,Blok,2.0
779523341,40.0,2500.0,520.0,2022-09-13,4.0,starołęka,1.0,Blok,2.0
672125768,40.0,2500.0,300.0,2022-09-13,5.0,górczyn,1.0,Blok,2.0
779949957,47.0,2300.0,780.0,2022-09-13,8.0,jeżyce,1.0,Blok,2.0
781211525,53.0,1700.0,500.0,2022-09-13,,grunwald,1.0,Kamienica,2.0
779548541,44.84,2750.0,403.0,2022-09-13,1.0,wilda,1.0,Apartamentowiec,2.0
771600647,28.0,1500.0,500.0,2022-09-13,2.0,grunwald,0.0,Blok,1.0
779510119,69.0,2700.0,700.0,2022-09-13,1.0,chartowo,1.0,Blok,3.0
779893243,49.0,2200.0,700.0,2022-09-13,2.0,grunwald,1.0,Blok,2.0
777964781,43.0,2500.0,550.0,2022-09-13,2.0,jeżyce,1.0,Blok,3.0
779547353,38.5,1400.0,360.0,2022-09-13,2.0,jeżyce,1.0,Pozostałe,1.0
697641007,33.0,2200.0,390.0,2022-09-13,4.0,łazarz,1.0,Apartamentowiec,1.0
774966991,30.0,2200.0,2200.0,2022-09-13,,stare miasto,1.0,Pozostałe,1.0
780475313,61.0,3000.0,600.0,2022-09-13,4.0,sołacz,1.0,Pozostałe,3.0
780653148,49.0,2500.0,340.0,2022-09-13,0.0,wilda,1.0,Blok,2.0
756920611,53.3,2400.0,560.0,2022-09-13,4.0,jeżyce,1.0,Blok,3.0
754980261,43.0,2200.0,400.0,2022-09-13,4.0,wilda,1.0,Apartamentowiec,2.0
689547225,50.0,2500.0,1000.0,2022-09-13,1.0,grunwald,0.0,Dom wolnostojący,
779486311,52.0,2000.0,600.0,2022-09-13,1.0,ogrody,1.0,Blok,2.0
780032326,38.0,2900.0,500.0,2022-09-13,4.0,rataje,1.0,Apartamentowiec,2.0
769404954,50.0,4000.0,500.0,2022-09-12,1.0,łazarz,1.0,Blok,2.0
664036757,21.0,1700.0,210.0,2022-09-12,3.0,winogrady,1.0,Apartamentowiec,1.0
781075190,53.0,2000.0,680.0,2022-09-12,2.0,winogrady,1.0,Blok,3.0
780976497,52.0,2100.0,360.0,2022-09-12,2.0,junikowo,1.0,Blok,2.0
779740979,59.2,2900.0,580.0,2022-09-12,1.0,stare miasto,1.0,Blok,3.0
676391392,53.0,2700.0,640.0,2022-09-12,3.0,górczyn,1.0,Blok,3.0
749644900,20.0,1500.0,1500.0,2022-09-12,1.0,grunwald,1.0,Szeregowiec,1.0
760776231,38.72,2200.0,450.0,2022-09-12,1.0,wilda,1.0,Blok,1.0
778215085,39.0,2800.0,300.0,2022-09-12,2.0,wilda,1.0,Blok,2.0
705022114,44.0,2600.0,450.0,2022-09-12,1.0,grunwald,1.0,Apartamentowiec,2.0
624675934,39.0,2200.0,600.0,2022-09-12,2.0,stare miasto,1.0,Apartamentowiec,1.0
779764550,47.0,2000.0,600.0,2022-09-12,5.0,górczyn,1.0,Blok,3.0
776227890,80.0,2700.0,100.0,2022-09-12,0.0,podolany,1.0,Szeregowiec,3.0
687334618,16.0,1720.0,1.0,2022-09-12,1.0,stare miasto,1.0,Kamienica,1.0
744696906,48.0,2100.0,470.0,2022-09-12,4.0,grunwald,1.0,Blok,2.0
700267284,47.0,2100.0,440.0,2022-09-12,3.0,ogrody,1.0,Blok,2.0
779323722,60.0,2200.0,550.0,2022-09-12,3.0,grunwald,1.0,Apartamentowiec,2.0
780519374,10.0,900.0,290.0,2022-09-12,1.0,winiary,1.0,Blok,2.0
779667432,56.0,2800.0,495.0,2022-09-12,5.0,ogrody,1.0,Apartamentowiec,3.0
640921865,38.0,1800.0,470.0,2022-09-12,3.0,rataje,1.0,Blok,2.0
775745288,27.0,2290.0,370.0,2022-09-12,2.0,wilda,1.0,Kamienica,1.0
775173583,80.0,2850.0,450.0,2022-09-12,5.0,stare miasto,1.0,Kamienica,3.0
780307400,47.0,2700.0,500.0,2022-09-12,2.0,jeżyce,1.0,Blok,2.0
779657994,40.0,2200.0,500.0,2022-09-12,2.0,winogrady,1.0,Blok,2.0
779208737,55.0,2700.0,0.01,2022-09-12,1.0,górczyn,1.0,Dom wolnostojący,2.0
779604454,39.95,2500.0,540.0,2022-09-12,1.0,winogrady,1.0,Blok,2.0
779349840,40.0,2200.0,500.0,2022-09-12,2.0,winiary,1.0,Blok,2.0
779904831,41.9,1700.0,380.0,2022-09-12,,wilda,1.0,Kamienica,2.0
780484209,32.0,1900.0,330.0,2022-09-12,1.0,wilda,1.0,Blok,2.0
780195109,47.6,2300.0,500.0,2022-09-12,1.0,winiary,1.0,Blok,2.0
780823396,64.0,3100.0,700.0,2022-09-12,1.0,stare miasto,1.0,Blok,
780025339,32.5,2100.0,1.0,2022-09-12,0.0,ogrody,1.0,Blok,1.0
777986506,27.0,2290.0,370.0,2022-09-12,2.0,wilda,1.0,Kamienica,2.0
779155170,55.0,1700.0,800.0,2022-09-12,,rataje,1.0,Pozostałe,2.0
747238560,60.0,8500.0,1.0,2022-09-12,,stare miasto,1.0,Apartamentowiec,2.0
780722692,37.0,2500.0,630.0,2022-09-12,4.0,rataje,1.0,Blok,2.0
780702635,36.0,2000.0,500.0,2022-09-11,3.0,wilda,1.0,Blok,2.0
618352922,40.0,1500.0,600.0,2022-09-11,,jeżyce,1.0,Blok,2.0
702633004,43.0,2200.0,500.0,2022-09-11,2.0,ogrody,1.0,Blok,2.0
702997366,39.0,2000.0,580.0,2022-09-11,10.0,rataje,1.0,Blok,2.0
726999260,40.0,2000.0,650.0,2022-09-11,1.0,rataje,1.0,Blok,2.0
779475243,33.0,1850.0,1.0,2022-09-11,0.0,grunwald,1.0,Dom wolnostojący,1.0
730385092,31.0,1500.0,600.0,2022-09-11,3.0,grunwald,1.0,Blok,2.0
780338746,37.0,2000.0,510.0,2022-09-11,3.0,grunwald,1.0,Blok,2.0
779416761,40.0,2100.0,320.0,2022-09-11,3.0,jeżyce,1.0,Kamienica,2.0
774710082,70.0,2800.0,600.0,2022-09-11,2.0,rataje,1.0,Blok,3.0
780290138,48.0,2400.0,700.0,2022-09-11,4.0,chartowo,1.0,Blok,3.0
780402956,16.0,1000.0,350.0,2022-09-11,2.0,ogrody,1.0,Blok,3.0
733338257,38.0,2000.0,530.0,2022-09-11,3.0,winogrady,1.0,Blok,2.0
778871925,60.0,3300.0,5.0,2022-09-11,0.0,winogrady,1.0,Blok,3.0
778551808,59.0,850.0,245.0,2022-09-11,1.0,piątkowo,1.0,Apartamentowiec,
780220005,65.0,3500.0,550.0,2022-09-11,3.0,łacina,1.0,Blok,3.0
778914647,56.0,2500.0,250.0,2022-09-11,1.0,naramowice,0.0,Pozostałe,2.0
700939139,43.0,2200.0,540.0,2022-09-11,1.0,rataje,1.0,Blok,2.0
780874061,30.0,2200.0,150.0,2022-09-11,1.0,podolany,1.0,Dom wolnostojący,1.0
661708276,24.0,1600.0,340.0,2022-09-11,0.0,rataje,1.0,Blok,1.0
779318452,60.0,6000.0,1000.0,2022-09-11,8.0,stare miasto,1.0,Apartamentowiec,2.0
761998462,45.0,3000.0,400.0,2022-09-11,,grunwald,1.0,Apartamentowiec,2.0
779942140,40.0,1700.0,1.0,2022-09-11,0.0,szczepankowo,1.0,Dom wolnostojący,2.0
779863955,48.0,1600.0,460.0,2022-09-11,2.0,stare miasto,0.0,Kamienica,2.0
780411573,88.0,700.0,160.0,2022-09-11,4.0,stare miasto,1.0,Blok,
780392972,56.0,2400.0,600.0,2022-09-11,4.0,grunwald,1.0,Blok,3.0
780992440,72.0,1700.0,800.0,2022-09-11,2.0,wilda,1.0,Kamienica,2.0
646623376,35.0,1500.0,400.0,2022-09-10,2.0,piątkowo,1.0,Blok,1.0
762644925,71.0,2990.0,794.0,2022-09-10,2.0,chartowo,1.0,Blok,3.0
777778891,61.2,3000.0,800.0,2022-09-10,2.0,rataje,1.0,Pozostałe,3.0
775706078,62.0,2800.0,600.0,2022-09-10,6.0,winiary,1.0,Apartamentowiec,2.0
779879060,47.0,2700.0,500.0,2022-09-10,2.0,stare miasto,1.0,Blok,2.0
779103293,27.0,1690.0,340.0,2022-09-10,2.0,łazarz,1.0,Kamienica,1.0
779087412,80.0,3200.0,1000.0,2022-09-10,1.0,rataje,1.0,Blok,
700471402,22.0,1950.0,1.0,2022-09-10,2.0,wilda,1.0,Kamienica,2.0
779158359,50.0,2500.0,500.0,2022-09-10,,rataje,1.0,Blok,2.0
630528248,22.0,1690.0,300.0,2022-09-10,2.0,wilda,1.0,Kamienica,1.0
780635864,31.0,2200.0,1.0,2022-09-10,2.0,wilda,1.0,Blok,1.0
777552375,32.0,2500.0,500.0,2022-09-10,3.0,jeżyce,1.0,Kamienica,2.0
774993217,54.0,2500.0,1.0,2022-09-10,4.0,jeżyce,1.0,Blok,2.0
780732777,34.0,2000.0,250.0,2022-09-10,1.0,junikowo,1.0,Blok,1.0
780222138,48.0,2200.0,600.0,2022-09-10,0.0,winogrady,1.0,Blok,3.0
737945380,33.0,1300.0,400.0,2022-09-10,1.0,stare miasto,1.0,Kamienica,1.0
779202212,52.0,1600.0,950.0,2022-09-10,2.0,grunwald,1.0,Blok,2.0
780544534,40.0,2300.0,500.0,2022-09-10,3.0,winogrady,1.0,Blok,2.0
779779758,29.8,2200.0,370.0,2022-09-10,8.0,sołacz,1.0,Blok,1.0
713922681,35.0,2000.0,299.0,2022-09-10,0.0,jeżyce,1.0,Kamienica,1.0
780212657,44.0,2200.0,550.0,2022-09-10,0.0,piątkowo,1.0,Blok,3.0
757743600,53.0,2500.0,770.0,2022-09-10,2.0,winogrady,1.0,Blok,3.0
696134600,81.0,2700.0,960.0,2022-09-10,3.0,piątkowo,1.0,Blok,3.0
780742985,40.0,2300.0,500.0,2022-09-10,2.0,winiary,1.0,Blok,2.0
779142258,35.0,2800.0,600.0,2022-09-10,1.0,stare miasto,1.0,Apartamentowiec,2.0
780519052,32.0,1500.0,500.0,2022-09-10,8.0,górczyn,1.0,Blok,1.0
775461989,10.0,1200.0,200.0,2022-09-10,2.0,górczyn,1.0,Blok,
779998400,65.0,3500.0,750.0,2022-09-10,0.0,stare miasto,1.0,Blok,3.0
779699168,31.0,9999.0,320.0,2022-09-10,1.0,jeżyce,1.0,Apartamentowiec,1.0
779760855,43.0,2300.0,600.0,2022-09-10,2.0,rataje,1.0,Blok,2.0
774456424,59.0,2500.0,770.0,2022-09-10,1.0,piątkowo,1.0,Blok,3.0
780457226,42.0,2500.0,1.0,2022-09-10,0.0,grunwald,1.0,Kamienica,2.0
774505578,78.0,3900.0,560.0,2022-09-10,3.0,stare miasto,1.0,Kamienica,3.0
654912388,42.0,3000.0,450.0,2022-09-10,1.0,wilda,1.0,Apartamentowiec,2.0
652305607,35.0,1300.0,1.0,2022-09-10,0.0,grunwald,1.0,Dom wolnostojący,1.0
763282629,67.0,3000.0,360.0,2022-09-10,4.0,wilda,1.0,Kamienica,3.0
700528012,48.0,2400.0,500.0,2022-09-10,4.0,winogrady,1.0,Blok,3.0
780096145,25.0,1500.0,500.0,2022-09-10,1.0,jeżyce,1.0,Kamienica,1.0
780206617,57.0,3000.0,800.0,2022-09-10,4.0,winogrady,1.0,Blok,
780609000,48.0,1300.0,650.0,2022-09-10,4.0,piątkowo,1.0,Blok,2.0
704334395,30.0,1500.0,360.0,2022-09-10,2.0,ogrody,1.0,Blok,1.0
780448003,47.4,2700.0,500.0,2022-09-10,1.0,chartowo,1.0,Blok,2.0
779795422,47.0,2000.0,680.0,2022-09-10,,winogrady,1.0,Blok,2.0
627126342,33.0,2000.0,1.0,2022-09-10,1.0,śródka,1.0,Kamienica,1.0
769075485,46.0,2600.0,350.0,2022-09-10,3.0,podolany,1.0,Apartamentowiec,2.0
780406921,30.0,1750.0,340.0,2022-09-10,0.0,grunwald,1.0,Apartamentowiec,1.0
777292172,43.0,2000.0,500.0,2022-09-10,0.0,ogrody,0.0,Szeregowiec,2.0
779107594,22.0,1750.0,300.0,2022-09-10,3.0,łazarz,1.0,Kamienica,1.0
779937856,38.0,1650.0,750.0,2022-09-10,2.0,łazarz,1.0,Blok,2.0
691277730,80.0,2700.0,960.0,2022-09-10,3.0,piątkowo,1.0,Blok,3.0
780482103,27.0,1300.0,440.0,2022-09-10,4.0,stare miasto,1.0,Blok,1.0
780097631,57.0,1200.0,460.0,2022-09-10,3.0,łacina,1.0,Blok,3.0
778003856,64.0,2700.0,970.0,2022-09-09,0.0,piątkowo,1.0,Blok,3.0
780293788,39.6,2250.0,2250.0,2022-09-09,6.0,jeżyce,1.0,Blok,2.0
700007274,34.0,1800.0,700.0,2022-09-09,2.0,rataje,1.0,Blok,1.0
780398329,34.0,1300.0,377.0,2022-09-09,0.0,sołacz,1.0,Blok,1.0
774245434,80.0,2600.0,960.0,2022-09-09,3.0,jeżyce,1.0,Blok,3.0
780095983,70.0,2090.0,700.0,2022-09-09,1.0,łazarz,1.0,Kamienica,3.0
779582447,46.0,2600.0,600.0,2022-09-09,,warszawskie,1.0,Apartamentowiec,2.0
779715558,20.0,2200.0,1.0,2022-09-09,3.0,łazarz,1.0,Kamienica,1.0
761303859,71.45,3900.0,950.0,2022-09-09,2.0,komandoria,0.0,Kamienica,3.0
772885492,75.0,3000.0,800.0,2022-09-09,9.0,rataje,1.0,Blok,3.0
779269347,36.0,1600.0,500.0,2022-09-09,,jeżyce,1.0,Blok,2.0
779099248,28.0,1750.0,350.0,2022-09-09,0.0,łazarz,1.0,Kamienica,1.0
777605590,40.0,2800.0,400.0,2022-09-09,6.0,piątkowo,1.0,Apartamentowiec,2.0
777738510,79.0,6500.0,550.0,2022-09-09,,jeżyce,1.0,Blok,2.0
780466659,41.0,2450.0,500.0,2022-09-09,4.0,jeżyce,1.0,Apartamentowiec,2.0
697265637,34.0,1700.0,350.0,2022-09-09,2.0,łazarz,1.0,Kamienica,1.0
779032667,22.0,1600.0,250.0,2022-09-09,,stare miasto,1.0,Kamienica,1.0
774342771,20.0,2000.0,300.0,2022-09-09,2.0,komandoria,1.0,Kamienica,2.0
735096851,100.0,35.0,1.0,2022-09-09,,szczepankowo,1.0,Dom wolnostojący,
776074277,80.0,5000.0,1000.0,2022-09-09,,ławica,1.0,Szeregowiec,3.0
776532337,38.0,2500.0,550.0,2022-09-09,5.0,rataje,1.0,Blok,2.0
779029087,22.0,1500.0,250.0,2022-09-09,,stare miasto,1.0,Kamienica,1.0
